fecha,titulo,estado,fenomeno,mes,mes_es
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 20 municipios del Estado de Coahuila de Zaragoza.",Coahuila de Zaragoza,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 10 municipios del Estado de Colima.",Colima,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la ocurrencia de onda cálida a partir del día 28 de mayo de 2018, en los municipios de Santiago Papasquiaro y Tlahualilo del Estado de Durango.",Durango,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 18 municipios del Estado de Guerrero.",Guerrero,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 34 municipios del Estado de Michoacán de Ocampo.",Michoacán de Ocampo,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 6 municipios del Estado de Nayarit.",Nayarit,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 11 municipios del Estado de Nuevo León.",Nuevo León,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 23 municipios del Estado de Oaxaca.",Oaxaca,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la ocurrencia de onda cálida a partir del día 28 de mayo de 2018, en 17 municipios del Estado de Puebla.",Puebla,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 8 municipios del Estado de Quintana Roo.",Quintana Roo,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 19 municipios del Estado de San Luis Potosí.",San Luis Potosí,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 13 municipios del Estado de Sinaloa.",Sinaloa,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 64 municipios del Estado de Sonora.",Sonora,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 15 municipios del Estado de Tabasco.",Tabasco,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 6 municipios del Estado de Tamaulipas.",Tamaulipas,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 51 municipios del Estado de Veracruz de Ignacio de la Llave.",Veracruz de Ignacio de la Llave,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 98 municipios del Estado de Yucatán.",Yucatán,onda cálida,6,junio
2018-06-13,"Declaratoria de Emergencia por la presencia de onda cálida ocurrida del 22 al 31 de mayo de 2018, en 37 municipios del Estado de Durango.",Durango,onda cálida,6,junio
2018-06-13,"Declaratoria de Emergencia por la presencia de onda cálida ocurrida del 26 de mayo al 1 de junio de 2018, en 41 municipios del Estado de Zacatecas.",Zacatecas,onda cálida,6,junio
2018-06-18,"Declaratoria de Emergencia por la presencia de onda cálida ocurrida del 28 de mayo al 7 de junio de 2018, en 18 municipios del Estado de Coahuila de Zaragoza.",Coahuila de Zaragoza,onda cálida,6,junio
2018-06-26,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 14 de junio de 2018, en los municipios de Othón P. Blanco, Bacalar y Puerto Morelos del Estado de Quintana Roo, y el día 15 de junio de 2018 en los municipios de Felipe Carrillo Puerto, Lázaro Cárdenas y Tulum de dicha entidad federativa.",Morelos,lluvia,6,junio
2018-06-28,"Declaratoria de Emergencia por la presencia de inundación pluvial ocurrida el día 17 de junio de 2018, en el Municipio de Jalacingo del Estado de Veracruz de Ignacio de la Llave.",Veracruz de Ignacio de la Llave,inundación,6,junio
2018-07-05,"Declaratoria de Emergencia por la presencia de inundación pluvial ocurrida el día 24 de junio de 2018, en los municipios de Jilotepec y Rafael Lucio del Estado de Veracruz de Ignacio de la Llave.",Veracruz de Ignacio de la Llave,inundación,7,julio
2018-07-06,"Declaratoria de Emergencia por la presencia de inundación pluvial ocurrida el día 24 de junio de 2018, en el Municipio de Banderilla del Estado de Veracruz de Ignacio de la Llave.",Veracruz de Ignacio de la Llave,inundación,7,julio
2018-07-09,Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 20 de junio de 2018 en los municipios de Matamoros y Río Bravo del Estado de Tamaulipas y el día 22 del mismo mes y año en el Municipio de Reynosa; así como por inundación pluvial ocurrida los días 21 y 22 de junio de 2018 en los municipios de Reynosa y Matamoros de dicha entidad federativa.,Tamaulipas,lluvia,7,julio
2018-07-11,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 30 de junio de 2018 en el Municipio de Celaya del Estado de Guanajuato y por inundación fluvial ocurrida los días 28, 29 y 30 de junio de 2018 en 5 municipios de dicha entidad federativa.",Guanajuato,lluvia,7,julio
2018-07-23,"Declaratoria de Emergencia por la presencia de inundación fluvial ocurrida los días 9 y 10 de julio de 2018, en el Municipio de Morelia del Estado de Michoacán de Ocampo.",Michoacán de Ocampo,inundación,7,julio
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 5 municipios del Estado de Baja California.",Baja California,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 5 municipios del Estado de Baja California Sur.",Baja California Sur,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 9 municipios del Estado de Campeche.",Campeche,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 72 municipios del Estado de Chiapas.",Chiapas,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 67 municipios del Estado de Chihuahua.",Chihuahua,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 20 municipios del Estado de Coahuila de Zaragoza.",Coahuila de Zaragoza,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 10 municipios del Estado de Colima.",Colima,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 21 municipios del Estado de Durango.",Durango,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 18 municipios del Estado de Guerrero.",Guerrero,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 20 municipios del Estado de Hidalgo.",Hidalgo,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 22 municipios del Estado de Jalisco.",Jalisco,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 34 municipios del Estado de Michoacán de Ocampo.",Michoacán de Ocampo,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 14 municipios del Estado de Nayarit.",Nayarit,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 11 municipios del Estado de Nuevo León.",Nuevo León,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 23 municipios del Estado de Oaxaca.",Oaxaca,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 17 municipios del Estado de Puebla.",Puebla,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 8 municipios del Estado de Quintana Roo.",Quintana Roo,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 19 municipios del Estado de San Luis Potosí.",San Luis Potosí,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 13 municipios del Estado de Sinaloa.",Sinaloa,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 64 municipios del Estado de Sonora.",Sonora,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 15 municipios del Estado de Tabasco.",Tabasco,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 6 municipios del Estado de Tamaulipas.",Tamaulipas,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 51 municipios del Estado de Veracruz de Ignacio de la Llave.",Veracruz de Ignacio de la Llave,onda cálida,8,agosto
2018-08-03,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida del 23 al 26 de julio de 2018, en 98 municipios del Estado de Yucatán.",Yucatán,onda cálida,8,agosto
2018-08-17,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación fluvial ocurridas los días 6 y 7 de agosto de 2018, en los municipios de Guaymas y Empalme del Estado de Sonora.",Sonora,lluvia,8,agosto
2018-08-23,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 12 de agosto de 2018, en los municipios de Gómez Palacio y Mapimí del Estado de Durango.",Durango,lluvia,8,agosto
2018-08-23,"Declaratoria de Emergencia por la presencia de inundación pluvial ocurrida el día 12 de agosto de 2018, en el Municipio de Hermosillo del Estado de Sonora.",Sonora,inundación,8,agosto
2018-08-27,Declaratoria de Emergencia por la presencia de lluvia severa e inundación pluvial ocurrida el 10 de agosto de 2018 en los municipios de Oaxaca de Juárez y Santa Lucía del Camino del Estado de Oaxaca.,Oaxaca,lluvia,8,agosto
2018-08-28,"Declaratoria de Emergencia por la presencia de inundación fluvial ocurrida el día 16 de agosto de 2018, en el Municipio de Villa Comaltitlán del Estado de Chiapas.",Chiapas,inundación,8,agosto
2018-08-29,"Declaratoria de Emergencia por la presencia de inundación pluvial ocurrida los días 16 y 17 de agosto de 2018, en el Municipio de Durango del Estado de Durango.",Durango,inundación,8,agosto
2018-09-03,"Declaratoria de Emergencia por la presencia de inundación fluvial ocurrida el día 23 de agosto de 2018, en el Municipio de Nogales del Estado de Sonora.",Sonora,inundación,9,septiembre
2018-09-13,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación fluvial ocurridas del 29 de agosto al 1 de septiembre de 2018, en 8 municipios del Estado de México.",Estado de México,lluvia,9,septiembre
2018-09-17,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación fluvial ocurridas el día 4 de septiembre de 2018, en el Municipio de Piedras Negras del Estado de Coahuila de Zaragoza.",Coahuila de Zaragoza,lluvia,9,septiembre
2018-09-17,"Declaratoria de Emergencia por la presencia de inundación pluvial ocurrida el día 4 de septiembre de 2018, en el Municipio de Durango del Estado de Durango.",Durango,inundación,9,septiembre
2018-09-18,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el 7 de septiembre de 2018, en los municipios de Acuña y Torreón del Estado de Coahuila de Zaragoza.",Coahuila de Zaragoza,lluvia,9,septiembre
2018-09-20,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 7 de septiembre de 2018 en los municipios de Tlahualilo y El Oro del Estado de Durango, el día 8 del mismo mes y año en el Municipio de Peñón Blanco y el 9 de septiembre de 2018 en el Municipio de Mapimí de dicha entidad federativa.",Durango,lluvia,9,septiembre
2018-09-24,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 6 de septiembre de 2018 en el Municipio de Matamoros del Estado de Coahuila de Zaragoza; el día 7 de septiembre de 2018 en el Municipio de Francisco I. Madero, y el día 8 de septiembre de 2018 en los municipios de San Pedro y Viesca de dicha entidad federativa.",Coahuila de Zaragoza,lluvia,9,septiembre
2018-09-25,"Declaratoria de Emergencia por la presencia de inundación pluvial ocurrida los días 8 y 9 de septiembre de 2018, en el Municipio de La Paz del Estado de Baja California Sur.",Baja California Sur,inundación,9,septiembre
2018-09-28,Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 19 de septiembre de 2018 en 6 municipios del Estado de Sinaloa; así como por la presencia de lluvia severa e inundación pluvial y fluvial ocurridas los días 19 y 20 de septiembre de 2018 para 5 municipios de dicha entidad federativa.,Sinaloa,lluvia,9,septiembre
2018-10-01,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 19 de septiembre de 2018, en el Municipio de Comondú del Estado de Baja California Sur.",Baja California Sur,lluvia,10,octubre
